제품명,가격
삼성전자 노트북 DDR5-5600 (32GB),"112,320"
GeIL DDR4-3600 CL18 ORION Red 패키지 (32GB(16Gx2)),"101,610"
삼성전자 DDR4 S 4G PC4-21300,"34,460"
마이크론 Crucial DDR5-6000 CL48 PRO 패키지 아스크텍 (32GB(16Gx2)),"160,100"
[중고] 삼성전자 DDR3 4G PC3-1333,"5,210"
GeIL DDR4-3600 CL18 ORION RGB Red 패키지 (32GB(16Gx2)),"104,420"
삼성전자 DDR4-2400 (4GB) PC4-19200,"7,800"
커세어 CORSAIR DDR5-5200 CL38 VENGEANCE RGB BLACK 패키지 (192GB(48Gx4)),"1,277,600"
마이크론 Crucial DDR5-6000 CL48 PRO 아스크텍 (16GB),"85,200"
삼성전자 DDR3-1600 4G 정품 PC3-12800,"4,690"
GeIL DDR4-3600 CL18 ORION RGB Gray 패키지 (32GB(16Gx2)),"106,400"
D4 16G PC4-32000 CL18 XCALIBUR PG RGB (8Gx2) 서린,"177,020"
imation DDR4 4GB PC4-21300,"14,350"
GeIL DDR4-3200 CL16-20-20 ORION Gray 패키지 (16GB(8Gx2)),"52,210"
마이크론 Crucial DDR5-5600 CL46 PRO 아스크텍 (16GB),"69,600"
[중고] 삼성전자 DDR3 4G PC3-1600,"4,690"
[중고] 삼성전자 DDR4-2400 (4GB) PC4-19200,"7,800"
G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL ELITE 실버 패키지 (32GB(16Gx2)),"221,530"
GeIL DDR4-3600 CL18 ORION Gray 패키지 (16GB(8Gx2)),"55,120"
G.SKILL DDR4-3600 CL14 TRIDENT Z ROYAL 골드 패키지 (64GB(16Gx4)),"1,115,900"
ESSENCORE KLEVV DDR4-3200 CL16 CRAS X RGB 패키지 서린 (32GB(16Gx2)),"105,000"
마이크론 Crucial DDR5-6000 CL36 PRO Overclocking 패키지 아스크텍 (32GB(16Gx2)),"175,700"
(타무즈) DDR3 4G PC3-12800 CL11 /RAM,"15,620"
GeIL DDR4-3200 CL16 ORION RGB Red 패키지 (16GB(8Gx2)),"55,120"
G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL ELITE 골드 패키지 (32GB(16Gx2)),"219,140"
마이크론 Crucial DDR4-3200 CL22 (32GB),"83,200"
커세어 CORSAIR DDR4 32G PC4-21300 CL16 VENGEANCE LED 8Gx4 /RAM,"601,140"
OLOy DDR5-5600 CL36 BLADE RGB Black 패키지 (16GB(8Gx2)),"127,000"
ESSENCORE KLEVV DDR4-3600 CL18 CRAS X RGB 패키지 서린 (32GB(16Gx2)),"109,310"
[중고] 삼성전자 DDR3 2G PC3-10600,"2,290"
GeIL DDR4-3200 CL16 ORION RGB Gray 패키지 (16GB(8Gx2)),"55,120"
TeamGroup T-Force DDR4-3600 CL18 Delta RGB 패키지 (64GB(32Gx2)),"232,140"
(CORSAIR) DDR4 32G PC4-21300 CL16 VENGEANCE LED 화이트 8Gx4 /RAM,"625,880"
ESSENCORE KLEVV DDR4-3600 CL18 CRAS XR RGB 패키지 서린 (32GB(16Gx2)),"110,500"
G.SKILL DDR5-5600 CL36 AEGIS 5 (16GB),"62,920"
PATRIOT DDR5-6000 CL36 VIPER VENOM 패키지 (64GB(32Gx2)),"273,600"
삼성전자 DDR3-1600 2G 정품 PC3-12800,"2,300"
TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 (64GB(32Gx2)),"232,140"
G.SKILL DDR5-6400 CL32 TRIDENT Z5 RGB J 실버 패키지 (64GB(32Gx2)),"336,560"
커세어 CORSAIR DDR4 32GB PC4-21300 CL16 VENGEANCE RGB (8Gx4),"335,680"
ESSENCORE KLEVV DDR4-3600 CL18 BOLT XR 패키지 서린 (16GB(8Gx2)),"55,130"
PATRIOT DDR5-6400 CL32 VIPER VENOM 패키지 (64GB(32Gx2)),"301,400"
GeIL DDR4-3600 CL18 ORION RGB Gray 패키지 (16GB(8Gx2)),"60,010"
커세어 CORSAIR DDR4-3600 CL18 VENGEANCE RGB PRO SL BLACK AMD 패키지 (32GB(16Gx2)),"219,820"
G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 패키지 (32GB(16Gx2)),"211,860"
CORSAIR DDR4 32G PC4-21300 CL16 VENGEANCE RGB (16Gx2),"586,900"
ESSENCORE KLEVV DDR4-3600 CL18 CRAS X RGB 패키지 서린 (16GB(8Gx2)),"61,450"
PATRIOT DDR5-5600 CL38 VIPER Elite 5 RGB (32GB),"138,740"
삼성전자 DDR3-1333 1G 정품 PC3-10600,"1,560"
커세어 CORSAIR DDR4-3600 CL18 벤전스 RGB PRO SL WHITE 패키지 16Gx2 (B2),"283,810"
GeIL DDR4-3600 CL18 ORION Gray 패키지 (32GB(16Gx2)),"101,610"
G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 실버 패키지 (32GB(16Gx2)),"211,860"
커세어 CORSAIR DDR4 32G PC4-24000 CL15 VENGEANCE RGB (16Gx2),"630,270"
G.SKILL DDR4-3600 CL14 RIPJAWS V VK 패키지 (32GB(16Gx2)),"238,000"
ESSENCORE KLEVV DDR4-3200 CL16 CRAS X RGB 패키지 서린 (16GB(8Gx2)),"58,500"
PATRIOT DDR5-6000 CL42 VIPER Elite 5 RGB (32GB),"143,500"
삼성전자 DDR3 2G PC3-8500 정품,"2,290"
커세어 CORSAIR DDR4-3200 CL16 VENGEANCE RGB PRO SL BLACK AMD 패키지 (32GB(16Gx2)),"207,900"
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 패키지 (32GB(16Gx2)),"276,550"
PATRIOT DDR4 32G PC4-25600 CL22 SIGNATURE,"76,500"
커세어 CORSAIR DDR4 32G PC4-25600 CL16 VENGEANCE WHITE RGB (16Gx2),"676,770"
G.SKILL DDR4-3600 CL14 RIPJAWS V VK 패키지 (64GB(16Gx4)),"815,700"
ESSENCORE KLEVV DDR4-3600 CL18 CRAS XR RGB 패키지 서린 (16GB(8Gx2)),"61,450"
PATRIOT DDR5-6200 CL42 VIPER Elite 5 RGB 패키지 (64GB(32Gx2)),"282,200"
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 실버 패키지 (32GB(16Gx2)),"276,550"
커세어 CORSAIR DDR4 64GB PC4-21300 CL16 VENGEANCE PRO RGB BLACK (8Gx8),"653,150"
ESSENCORE KLEVV DDR4-3200 CL16 BOLT X 서린 (16GB),"43,000"
PATRIOT DDR5-6000 CL42 VIPER Elite 5 RGB 패키지 (96GB(48Gx2)),"440,100"
G.SKILL DDR5-7200 CL34 TRIDENT Z5 RGB J 패키지 (32GB(16Gx2)),"240,870"
커세어 CORSAIR DDR4 64GB PC4-24000 CL15 VENGEANCE PRO RGB BLACK (8Gx8),"646,910"
G.SKILL DDR4 16G PC4-32000 CL17 TRIDENT Z ROYAL 골드 (8Gx2),"174,990"
ESSENCORE KLEVV DDR4-3600 CL18 BOLT X 서린 (16GB),"48,880"
PATRIOT DDR5-6600 CL36 VIPER Elite 5 RGB 패키지 (32GB(16Gx2)),"160,600"
커세어 CORSAIR DDR4-3600 CL18 VENGEANCE RGB PRO SL BLACK AMD 패키지 (16GB(8Gx2)),"126,800"
G.SKILL DDR5-7200 CL34 TRIDENT Z5 RGB J 실버 패키지 (32GB(16Gx2)),"240,870"
커세어 CORSAIR DDR4 64GB PC4-28800 CL18 VENGEANCE PRO RGB BLACK (8Gx8),"1,040,000"
ESSENCORE KLEVV DDR4-3600 CL18 BOLT X 서린 (8GB),"26,700"
커세어 CORSAIR DDR4-3600 CL18 벤전스 RGB PRO SL BLACK 패키지 8Gx2 (B8),"120,430"
