제품명,가격
인텔 제온 E3-1275V6 (카비레이크) (벌크),"577,340"
인텔 제온 E-2134 (커피레이크) (정품),"440,500"
AMD 라이젠9-4세대 버미어 5900X (정품박스)(쿨러미포함),"477,100"
AMD 라이젠9-4세대 버미어 5900X (정품 멀티팩)(쿨러미포함),"477,100"
인텔 코어i3-12세대 12100 (엘더레이크)(벌크+동판쿨러RM1),"138,220"
인텔 프로세서 300 (랩터레이크 리프레시) (정품),"137,200"
인텔 코어i3-12세대 12100F (엘더레이크)(벌크+동판쿨러RM1),"113,360"
AMD 라이젠7-5세대 8700G (피닉스) (정품),"406,590"
AMD 라이젠5-4세대 5600GT (세잔) (정품),"178,380"
코어i7-14세대 14700K (랩터레이크)(벌크),"576,940"
AMD 라이젠5-4세대 5500GT (세잔) (정품),"153,890"
